
36.97104;734.67035;0.00227;2497.239746;104.202591;0.002272,130.519455
27.76278;698.16840;0.00198;2431.532959;67.186783;0.001984,130.496796
27.76490;698.23633;0.00198;2433.266602;67.167870;0.001984,130.508606
27.78435;698.35767;0.00198;2431.659424;67.199295;0.002016,130.519302
27.78221;698.35370;0.00202;2433.203125;67.247971;0.002016,130.504410
31.51469;702.41479;0.00208;2485.707275;84.737312;0.002112,130.518661
27.78426;698.34039;0.00202;2437.387695;67.187103;0.001984,130.510147
27.80298;698.33038;0.00198;2437.501953;67.185760;0.001984,130.525787
27.79600;698.25708;0.00198;2433.729248;67.216866;0.001984,130.499527
38.84701;726.96857;0.00227;2431.783447;104.295036;0.002304,130.481506
27.83917;698.40759;0.00198;2431.685303;67.166718;0.002016,130.499130
27.83242;698.34265;0.00198;2441.379883;67.176765;0.001984,130.528198
27.79354;698.44562;0.00198;2441.072754;67.183456;0.002016,130.481949
27.79482;698.41498;0.00202;2443.092041;67.175262;0.001984,130.515366
38.88918;742.65454;0.00230;2443.229248;104.228065;0.002464,131.331360
27.81990;698.32312;0.00202;2437.186279;67.172157;0.001984,130.514938
27.84758;698.42078;0.00198;2434.144287;67.208992;0.001984,130.485886
27.83926;698.31567;0.00198;2432.273193;67.204765;0.001984,130.517822
27.82902;698.36743;0.00198;2432.462891;67.239037;0.001984,130.493179
37.39219;722.02234;0.00240;2430.303955;104.275932;0.002304,130.518341
27.81827;698.30847;0.00195;2439.954590;67.157471;0.001984,130.504257
27.81725;698.24188;0.00198;2436.159424;67.196541;0.001984,130.512222
27.79866;698.36169;0.00195;2436.220215;67.225151;0.001984,130.468124
27.79690;698.42499;0.00198;2441.775879;67.155106;0.001984,130.491074
35.06010;711.70642;0.00218;2437.455811;104.240257;0.002304,130.488480
27.79133;698.34332;0.00202;2433.784424;67.232483;0.001984,130.505081
27.82838;698.43488;0.00198;2433.842773;67.170494;0.002016,130.497696
27.79526;698.36200;0.00202;2420.398193;67.254303;0.002016,130.515488
27.81325;698.33289;0.00224;2441.261230;67.190430;0.001984,130.487900
38.30611;722.98529;0.00218;2426.956055;104.279747;0.002304,130.485031
27.77709;698.46155;0.00202;2440.104736;67.183167;0.002016,130.484390
27.77827;698.36255;0.00198;2431.801270;67.208382;0.002016,130.506210
27.77658;698.37231;0.00198;2427.771729;67.216545;0.001952,130.498398
27.82637;698.34875;0.00195;2427.989258;67.157440;0.001984,130.525085
36.40377;729.04803;0.00221;2432.379150;104.222557;0.002304,130.483109
27.83312;698.39154;0.00198;2428.005859;67.190559;0.002016,130.489594
27.80806;698.34662;0.00198;2440.524170;67.186050;0.001984,130.498718
27.79418;698.38898;0.00202;2442.637207;67.240707;0.002016,130.516479
27.82762;698.33417;0.00202;2445.816650;67.206337;0.002080,130.490723
38.86621;731.47986;0.00227;2441.946045;104.269821;0.002304,130.486267
27.80656;698.30353;0.00202;2443.473633;67.207199;0.002016,130.502457
27.78749;698.34753;0.00202;2424.360352;67.201859;0.002144,130.483398
27.79162;698.42865;0.00195;2443.132080;67.192703;0.001984,130.493469
27.80278;698.36548;0.00202;2441.241211;67.175522;0.001984,130.490524
30.12925;700.13171;0.00205;2462.848877;77.539711;0.002048,130.501694
27.82902;698.35986;0.00198;2440.157715;67.246239;0.001984,130.494949
27.84000;698.27350;0.00198;2430.314453;67.180412;0.002016,130.515930
27.79530;698.34802;0.00198;2443.030762;67.205025;0.001952,130.487289
27.79626;698.29358;0.00202;2440.254150;67.204674;0.002016,130.483932
38.87975;740.80341;0.00234;2442.805176;104.251007;0.002304,131.138046
27.78304;698.38306;0.00198;2427.035645;67.246979;0.001984,130.521927
27.83574;698.39215;0.00202;2428.583740;67.174240;0.002048,130.498535
27.84022;698.29230;0.00198;2432.663330;67.170174;0.001984,130.507843
27.81619;698.42865;0.00195;2430.131592;67.180260;0.001984,130.512421
28.32672;698.60468;0.00198;2446.200684;68.181602;0.001984,130.511993
27.77725;698.40106;0.00202;2445.516113;67.217407;0.001984,130.480194
27.83626;698.27948;0.00198;2442.092041;67.167038;0.001984,130.491333
27.79242;698.36133;0.00198;2441.163086;67.198174;0.001984,130.516418
27.78390;698.38562;0.00202;2428.462891;67.183617;0.001984,130.505447
38.84835;738.97821;0.00234;2430.982178;104.229950;0.002272,130.915070
27.83043;698.33490;0.00202;2433.461670;67.201149;0.001984,130.499710
27.81632;698.40820;0.00205;2434.540771;67.188255;0.002016,130.485092
27.78854;698.37610;0.00198;2434.066162;67.194077;0.001952,130.482620
27.81235;698.34137;0.00202;2445.436035;67.194817;0.002016,130.512833
35.56256;720.02826;0.00224;2428.209961;104.223679;0.002304,130.495102
27.78970;698.37286;0.00198;2442.549072;67.253502;0.001984,130.521698
27.80336;698.38977;0.00198;2441.835938;67.189407;0.001984,130.505798
27.80144;698.31433;0.00195;2440.807861;67.162880;0.001984,130.508774
27.79536;698.35126;0.00202;2433.953613;67.190781;0.002016,130.479675
38.85955;723.64941;0.00272;2433.540771;104.214333;0.002304,130.519485
27.78698;698.35638;0.00198;2433.384521;67.187012;0.002016,130.499039
27.80982;698.34991;0.00198;2433.440430;67.171005;0.002016,130.536606
27.78390;698.37634;0.00202;2438.822266;67.172157;0.001984,130.492325
27.84602;698.39008;0.00211;2416.976807;67.265663;0.001984,130.521118
38.84269;729.67566;0.00230;2431.333008;103.731293;0.002304,130.486816
27.81206;698.32416;0.00202;2441.148193;67.184448;0.001984,130.513153
27.81440;698.34296;0.00198;2433.125244;67.168419;0.002080,130.477921
27.75370;698.39893;0.00195;2429.860352;67.181664;0.001984,130.519333
27.80275;698.38977;0.00198;2433.993164;67.164291;0.001984,130.505798
38.45238;722.99359;0.00218;2420.692139;104.283165;0.002272,130.513977
27.77962;698.33203;0.00198;2415.698730;67.206337;0.001984,130.481598
27.81456;698.28369;0.00198;2433.877197;67.177277;0.001984,130.503143
27.81040;698.31653;0.00218;2433.081543;67.194595;0.001984,130.482819
27.82291;698.41327;0.00198;2433.528320;67.187012;0.001952,130.519135
30.14144;700.57117;0.00205;2475.189941;77.525856;0.002080,130.482758
27.78134;698.32825;0.00195;2435.247559;67.157310;0.001984,130.517639
27.78682;698.28961;0.00202;2436.928223;67.159134;0.001984,130.479904
27.77875;698.35553;0.00198;2442.898682;67.198944;0.002016,130.506531
38.86445;726.83185;0.00227;2442.126709;104.220413;0.002304,130.499878
27.80762;698.31281;0.00198;2440.659912;67.191841;0.001984,130.511551
27.78762;698.36072;0.00198;2433.641113;67.212669;0.002144,130.475998
27.81459;698.30908;0.00198;2423.211670;67.166306;0.001984,130.507034
27.81011;698.36749;0.00202;2437.271729;67.162560;0.002016,130.489883
38.08752;722.67871;0.00221;2434.207764;104.242691;0.002272,130.501892
27.80608;698.30566;0.00221;2433.059326;67.229187;0.001984,130.493790
27.79075;698.28253;0.00198;2439.831787;67.221886;0.002048,130.514648
27.78419;698.35498;0.00202;2432.090332;67.159714;0.002016,130.509155
27.80509;698.37292;0.00202;2440.878418;67.195168;0.002016,130.518631
38.87469;747.48590;0.00234;2430.151855;104.222076;0.002272,131.880569
27.83203;698.38794;0.00202;2440.960938;67.237923;0.002016,130.506302
